iter	RMSE
638	1.896250589
639	1.895878324
640	1.895196595
641	1.894709307
642	1.894241799
643	1.893827612
644	1.893081321
645	1.892566161
646	1.89215423
647	1.891516566
648	1.891190657
649	1.890670439
650	1.890353813
651	1.889912719
652	1.889171246
653	1.8886679
654	1.888373461
655	1.887969175
656	1.886938512
657	1.886607611
658	1.886049189
659	1.885556723
660	1.885268784
661	1.884349206
662	1.884093433
663	1.882805961
664	1.882515514
665	1.882153389
666	1.881415033
667	1.881040696
668	1.880888067
669	1.880644159
670	1.880502096
671	1.880040468
672	1.87973765
673	1.878899037
674	1.878589156
675	1.878146891
676	1.877767521
677	1.877535676
678	1.876815123
679	1.876515466
680	1.876115394
681	1.875601655
682	1.874264609
683	1.873992927
684	1.873404833
685	1.872923703
686	1.872696594
687	1.871782564
688	1.870773212
689	1.870336931
690	1.869981638
691	1.869450486
692	1.869029567
693	1.868846378
694	1.868502956
695	1.868118412
696	1.86787524
697	1.86750572
698	1.867205143
699	1.86682015
700	1.866616766
701	1.866294604
702	1.865811932
703	1.865176873
704	1.864987331
705	1.86425644
706	1.863922427
707	1.86350483
708	1.863074546
709	1.863015047
710	1.862457834
711	1.862045619
712	1.861735334
713	1.861473771
714	1.860910743
715	1.860685941
716	1.860331868
717	1.859880041
718	1.859633732
719	1.859505536
720	1.858627941
721	1.857822291
722	1.857651865
723	1.857232257
724	1.857085576
725	1.856877113
726	1.856592147
727	1.855655409
728	1.855361768
729	1.854891724
730	1.854182613
731	1.853009882
732	1.852511763
733	1.851898718
734	1.851597018
735	1.851137988
736	1.849271821
737	1.848505286
738	1.848001143
739	1.847658911
740	1.847500296
741	1.84720033
742	1.846783784
743	1.845852973
744	1.845486733
745	1.844900902
746	1.844373921
747	1.843902554
748	1.84364756
749	1.843099145
750	1.842885431
751	1.842618193
752	1.842151378
753	1.841496821
754	1.841369435
755	1.84115121
756	1.840874016
757	1.840663255
758	1.840022109
759	1.839893866
760	1.839653921
761	1.83949601
762	1.839270634
763	1.83888748
764	1.838568104
765	1.837981911
766	1.83757626
767	1.837293952
768	1.837150208
769	1.836885544
770	1.836757845
771	1.836499078
772	1.836301316
773	1.836114309
774	1.835866622
775	1.835665218
776	1.835468166
777	1.83476029
778	1.83447999
779	1.834260008
780	1.834045488
781	1.833505651
782	1.833291038
783	1.833034296
784	1.832945278
785	1.832616813
786	1.832427466
787	1.832212414
788	1.831916686
789	1.831450035
790	1.831101368
791	1.83093937
792	1.830659739
793	1.830300655
794	1.829815245
795	1.829397062
796	1.829242457
797	1.829120324
798	1.82896759
799	1.828166336
800	1.827648374
801	1.827423528
802	1.827299379
803	1.827125611
804	1.826906881
805	1.826530897
806	1.826422823
807	1.826098547
808	1.825950576
809	1.825533606
810	1.824824565
811	1.824374731
812	1.824171023
813	1.823965803
814	1.823893703
815	1.823721278
816	1.823324729
817	1.8231171
818	1.822849948
819	1.822481399
820	1.822405068
821	1.822108135
822	1.821951878
823	1.821676184
824	1.821428722
825	1.820889797
826	1.820664673
827	1.820221892
828	1.819860165
829	1.819674126
830	1.819315748
831	1.818953148
832	1.818362553
833	1.818148736
834	1.817775069
835	1.817644072
836	1.817416249
837	1.817338105
838	1.817014945
839	1.816843274
840	1.816711414
841	1.816622189
842	1.816506924
843	1.816207351
844	1.815998442
845	1.815937347
846	1.815740672
847	1.815344803
848	1.815078012
849	1.814972728
850	1.814736453
851	1.814400044
852	1.814226182
853	1.814085712
854	1.813539673
855	1.81336442
856	1.812825994
857	1.812740721
858	1.812316671
859	1.812085526
860	1.811773
861	1.81166393
862	1.811482164
863	1.811254401
864	1.811010001
865	1.810617298
866	1.810130678
867	1.809784624
868	1.809378804
869	1.808890877
870	1.808732387
871	1.808681427
872	1.808470079
873	1.808337498
874	1.808094703
875	1.807867843
876	1.807549891
877	1.807364517
878	1.807116045
879	1.806953495
880	1.806282458
881	1.806134585
882	1.806066695
883	1.805831481
884	1.805574253
885	1.805322517
886	1.805188764
887	1.805016257
888	1.804768894
889	1.804304952
890	1.804210799
891	1.804097572
892	1.80367543
893	1.80315939
894	1.803087961
895	1.801932548
896	1.801670115
897	1.801341266
898	1.800942687
899	1.800533055
900	1.799943713
901	1.79980333
902	1.799327181
903	1.79920547
904	1.798805416
905	1.798705131
906	1.798392936
907	1.798068555
908	1.797881744
909	1.797498666
910	1.797076395
911	1.796816973
912	1.796546519
913	1.796345011
914	1.796213535
915	1.795991263
916	1.795890115
917	1.795638039
918	1.795369605
919	1.795273643
920	1.795148621
921	1.793713926
922	1.793379758
923	1.792874954
924	1.792776178
925	1.792523947
926	1.792377602
927	1.792187698
928	1.791803781
929	1.791507196
930	1.791399624
931	1.790809232
932	1.790408053
933	1.790040041
934	1.789860743
935	1.789537439
936	1.789310091
937	1.789085659
938	1.788786556
939	1.788610663
940	1.78842279
941	1.788193761
942	1.788057681
943	1.787718967
944	1.787625275
945	1.787395642
946	1.787216084
947	1.787056426
948	1.786936095
949	1.786768574
950	1.786663402
951	1.786313746
952	1.786245019
953	1.78571896
954	1.785591394
955	1.785461102
956	1.785223292
957	1.785185452
958	1.785023263
959	1.784748625
960	1.7842501
961	1.783998151
962	1.783758051
963	1.783652877
964	1.7835874
965	1.783365602
966	1.783259432
967	1.783165077
968	1.783100137
969	1.782819087
970	1.782771129
971	1.782664173
972	1.782478692
973	1.781947377
974	1.781769441
975	1.781718955
976	1.78162044
977	1.781564803
978	1.781479007
979	1.781315183
980	1.78108204
981	1.780469275
982	1.780347588
983	1.780164674
984	1.779904455
985	1.779714694
986	1.779549047
987	1.779403995
988	1.778716568
989	1.778513726
990	1.778352967
991	1.778123281
992	1.777835074
993	1.777406771
994	1.777251422
995	1.777131946
996	1.776941597
997	1.776562472
998	1.775959012
999	1.775921421
