Catalyst,f4,f5,f6,f7,f8,f9,t
2,3.0,0.2,10,0.0,1.0,180,83.33
2,3.0,0.2,10,0.0,1.0,200,86.09
2,3.0,0.2,10,0.0,20.0,0,0.0
2,3.0,0.2,10,0.0,20.0,20,89.34
2,3.0,0.2,10,0.0,20.0,40,96.22
2,3.0,0.2,10,0.0,20.0,60,96.22
2,3.0,0.2,10,0.0,20.0,80,96.22
2,3.0,0.2,10,0.0,20.0,100,96.22
2,3.0,0.2,10,0.0,20.0,120,96.22
2,3.0,0.2,10,0.0,20.0,140,96.22
2,3.0,0.2,10,0.0,20.0,160,96.22
2,3.0,0.2,10,0.0,20.0,180,96.22
2,3.0,0.2,10,0.0,20.0,200,96.22
2,3.0,0.2,10,0.0,70.0,0,0.0
2,3.0,0.2,10,0.0,70.0,20,84.07
2,3.0,0.2,10,0.0,70.0,40,88.87
2,3.0,0.2,10,0.0,70.0,60,91.19
2,3.0,0.2,10,0.0,70.0,80,92.6
2,3.0,0.2,10,0.0,70.0,100,92.6
2,3.0,0.2,10,0.0,70.0,120,92.6
2,3.0,0.2,10,0.0,70.0,140,92.6
2,3.0,0.2,10,0.0,70.0,160,92.6
2,3.0,0.2,10,0.0,70.0,180,92.6
2,3.0,0.2,10,0.0,70.0,200,92.6
2,3.0,0.2,5,0.0,0.5,0,0.0
2,3.0,0.2,5,0.0,0.5,20,40.53
2,3.0,0.2,5,0.0,0.5,40,47.96
2,3.0,0.2,5,0.0,0.5,60,60.03
2,3.0,0.2,5,0.0,0.5,80,66.83
2,3.0,0.2,5,0.0,0.5,100,72.09
2,3.0,0.2,5,0.0,0.5,120,77.35
2,3.0,0.2,5,0.0,0.5,140,80.29
2,3.0,0.2,5,0.0,0.5,160,83.23
2,3.0,0.2,5,0.0,0.5,180,84.93
2,3.0,0.2,5,0.0,0.5,200,88.65
2,3.0,0.2,10,0.0,0.5,0,0.0
2,3.0,0.2,10,0.0,0.5,20,31.38
2,3.0,0.2,10,0.0,0.5,40,44.04
2,3.0,0.2,10,0.0,0.5,60,53.15
2,3.0,0.2,10,0.0,0.5,80,59.13
2,3.0,0.2,10,0.0,0.5,100,63.9
2,3.0,0.2,10,0.0,0.5,120,69.1
2,3.0,0.2,10,0.0,0.5,140,73.0
2,3.0,0.2,10,0.0,0.5,160,75.26
2,3.0,0.2,10,0.0,0.5,180,79.94
2,3.0,0.2,10,0.0,0.5,200,82.63
2,3.0,0.2,15,0.0,0.5,0,0.0
2,3.0,0.2,15,0.0,0.5,20,16.12
2,3.0,0.2,15,0.0,0.5,40,24.38
2,3.0,0.2,15,0.0,0.5,60,34.45
2,3.0,0.2,15,0.0,0.5,80,41.9
2,3.0,0.2,15,0.0,0.5,100,47.49
2,3.0,0.2,15,0.0,0.5,120,50.92
2,3.0,0.2,15,0.0,0.5,140,58.6
2,3.0,0.2,15,0.0,0.5,160,62.85
2,3.0,0.2,15,0.0,0.5,180,63.84
2,3.0,0.2,15,0.0,0.5,200,68.03
0,2.0,0.2,10,0.0,0.5,0,0.0
0,2.0,0.2,10,0.0,0.5,20,16.5
0,2.0,0.2,10,0.0,0.5,40,24.48
0,2.0,0.2,10,0.0,0.5,60,30.85
0,2.0,0.2,10,0.0,0.5,80,38.52
0,2.0,0.2,10,0.0,0.5,100,41.82
0,2.0,0.2,10,0.0,0.5,120,48.11
0,2.0,0.2,10,0.0,0.5,140,53.25
0,2.0,0.2,10,0.0,0.5,160,58.7
0,2.0,0.2,10,0.0,0.5,180,62.61
0,2.0,0.2,10,0.0,0.5,200,67.68
0,3.0,0.2,10,0.0,0.5,0,0.0
0,3.0,0.2,10,0.0,0.5,20,55.59
0,3.0,0.2,10,0.0,0.5,40,68.92
0,3.0,0.2,10,0.0,0.5,60,77.95
0,3.0,0.2,10,0.0,0.5,80,83.69
0,3.0,0.2,10,0.0,0.5,100,91.36
0,3.0,0.2,10,0.0,0.5,120,92.04
0,3.0,0.2,10,0.0,0.5,140,95.24
0,3.0,0.2,10,0.0,0.5,160,96.51
0,3.0,0.2,10,0.0,0.5,180,96.85
0,3.0,0.2,10,0.0,0.5,200,97.26
0,5.0,0.2,10,0.0,0.5,0,0.0
0,5.0,0.2,10,0.0,0.5,20,7.63
0,5.0,0.2,10,0.0,0.5,40,14.1
0,5.0,0.2,10,0.0,0.5,60,17.08
0,5.0,0.2,10,0.0,0.5,80,23.16
0,5.0,0.2,10,0.0,0.5,100,27.3
0,5.0,0.2,10,0.0,0.5,120,31.05
0,5.0,0.2,10,0.0,0.5,140,34.29
0,5.0,0.2,10,0.0,0.5,160,36.88
0,5.0,0.2,10,0.0,0.5,180,42.7
0,5.0,0.2,10,0.0,0.5,200,49.69
0,9.0,0.2,10,0.0,0.5,0,0.0
0,9.0,0.2,10,0.0,0.5,20,5.52
0,9.0,0.2,10,0.0,0.5,40,9.66
0,9.0,0.2,10,0.0,0.5,60,12.42
0,9.0,0.2,10,0.0,0.5,80,16.06
0,9.0,0.2,10,0.0,0.5,100,18.82
0,9.0,0.2,10,0.0,0.5,120,22.46
0,9.0,0.2,10,0.0,0.5,140,26.35
0,9.0,0.2,10,0.0,0.5,160,27.36
0,9.0,0.2,10,0.0,0.5,180,31.25
0,9.0,0.2,10,0.0,0.5,200,33.26
0,3.0,0.2,10,0.0,0.5,0,0.0
0,3.0,0.2,10,0.0,0.5,20,55.59
0,3.0,0.2,10,0.0,0.5,40,68.92
0,3.0,0.2,10,0.0,0.5,60,77.95
0,3.0,0.2,10,0.0,0.5,80,83.69
0,3.0,0.2,10,0.0,0.5,100,91.36
0,3.0,0.2,10,0.0,0.5,120,92.04
0,3.0,0.2,10,0.0,0.5,140,95.24
0,3.0,0.2,10,0.0,0.5,160,96.51
0,3.0,0.2,10,0.0,0.5,180,96.85
0,3.0,0.2,10,0.0,0.5,200,97.26
0,3.0,0.4,10,0.0,0.5,0,0.0
0,3.0,0.4,10,0.0,0.5,20,55.2
0,3.0,0.4,10,0.0,0.5,40,65.29
0,3.0,0.4,10,0.0,0.5,60,70.73
0,3.0,0.4,10,0.0,0.5,80,74.95
0,3.0,0.4,10,0.0,0.5,100,78.75
0,3.0,0.4,10,0.0,0.5,120,81.25
0,3.0,0.4,10,0.0,0.5,140,83.23
0,3.0,0.4,10,0.0,0.5,160,84.79
0,3.0,0.4,10,0.0,0.5,180,86.08
0,3.0,0.4,10,0.0,0.5,200,86.68
0,3.0,1.0,10,0.0,0.5,0,0.0
0,3.0,1.0,10,0.0,0.5,20,43.64
0,3.0,1.0,10,0.0,0.5,40,58.65
0,3.0,1.0,10,0.0,0.5,60,64.09
0,3.0,1.0,10,0.0,0.5,80,70.81
0,3.0,1.0,10,0.0,0.5,100,76.16
0,3.0,1.0,10,0.0,0.5,120,80.3
0,3.0,1.0,10,0.0,0.5,140,82.37
0,3.0,1.0,10,0.0,0.5,160,83.41
0,3.0,1.0,10,0.0,0.5,180,84.87
0,3.0,1.0,10,0.0,0.5,200,85.39
0,3.0,0.2,10,0.0,0.5,0,0.0
0,3.0,0.2,10,0.0,0.5,20,55.59
0,3.0,0.2,10,0.0,0.5,40,68.92
0,3.0,0.2,10,0.0,0.5,60,77.95
0,3.0,0.2,10,0.0,0.5,80,83.69
0,3.0,0.2,10,0.0,0.5,100,91.36
0,3.0,0.2,10,0.0,0.5,120,92.04
0,3.0,0.2,10,0.0,0.5,140,95.24
0,3.0,0.2,10,0.0,0.5,160,96.51
0,3.0,0.2,10,0.0,0.5,180,96.85
0,3.0,0.2,10,0.0,0.5,200,97.26
0,3.0,0.2,10,0.0,1.0,0,0.0
0,3.0,0.2,10,0.0,1.0,20,59.42
0,3.0,0.2,10,0.0,1.0,40,73.5
0,3.0,0.2,10,0.0,1.0,60,81.27
0,3.0,0.2,10,0.0,1.0,80,86.86
0,3.0,0.2,10,0.0,1.0,100,90.58
0,3.0,0.2,10,0.0,1.0,120,93.43
0,3.0,0.2,10,0.0,1.0,140,95.03
0,3.0,0.2,10,0.0,1.0,160,96.33
0,3.0,0.2,10,0.0,1.0,180,96.83
0,3.0,0.2,10,0.0,1.0,200,97.7
0,3.0,0.2,10,0.0,20.0,0,0.0
0,3.0,0.2,10,0.0,20.0,20,97.86
0,3.0,0.2,10,0.0,20.0,40,98.37
0,3.0,0.2,10,0.0,20.0,60,98.37
0,3.0,0.2,10,0.0,20.0,80,98.37
0,3.0,0.2,10,0.0,20.0,100,98.37
0,3.0,0.2,10,0.0,20.0,120,98.37
0,3.0,0.2,10,0.0,20.0,140,98.37
0,3.0,0.2,10,0.0,20.0,160,98.37
0,3.0,0.2,10,0.0,20.0,180,98.37
0,3.0,0.2,10,0.0,20.0,200,98.37
0,3.0,0.2,10,0.0,70.0,0,0.0
0,3.0,0.2,10,0.0,70.0,20,96.04
0,3.0,0.2,10,0.0,70.0,40,97.2
0,3.0,0.2,10,0.0,70.0,60,97.22
0,3.0,0.2,10,0.0,70.0,80,97.22
0,3.0,0.2,10,0.0,70.0,100,97.22
0,3.0,0.2,10,0.0,70.0,120,97.22
0,3.0,0.2,10,0.0,70.0,140,97.22
0,3.0,0.2,10,0.0,70.0,160,97.22
0,3.0,0.2,10,0.0,70.0,180,97.22
0,3.0,0.2,10,0.0,70.0,200,97.22
0,3.0,0.2,5,0.0,0.5,0,0.0
0,3.0,0.2,5,0.0,0.5,20,63.0
0,3.0,0.2,5,0.0,0.5,40,78.33
0,3.0,0.2,5,0.0,0.5,60,85.59
0,3.0,0.2,5,0.0,0.5,80,90.04
0,3.0,0.2,5,0.0,0.5,100,93.17
0,3.0,0.2,5,0.0,0.5,120,94.16
0,3.0,0.2,5,0.0,0.5,140,95.15
0,3.0,0.2,5,0.0,0.5,160,96.8
0,3.0,0.2,5,0.0,0.5,180,98.12
0,3.0,0.2,5,0.0,0.5,200,98.29
0,3.0,0.2,10,0.0,0.5,0,0.0
0,3.0,0.2,10,0.0,0.5,20,55.59
0,3.0,0.2,10,0.0,0.5,40,68.92
0,3.0,0.2,10,0.0,0.5,60,77.95
0,3.0,0.2,10,0.0,0.5,80,83.69
0,3.0,0.2,10,0.0,0.5,100,91.36
0,3.0,0.2,10,0.0,0.5,120,92.04
0,3.0,0.2,10,0.0,0.5,140,95.24
0,3.0,0.2,10,0.0,0.5,160,96.51
0,3.0,0.2,10,0.0,0.5,180,96.85
0,3.0,0.2,10,0.0,0.5,200,97.26
0,3.0,0.2,15,0.0,0.5,0,0.0
0,3.0,0.2,15,0.0,0.5,20,26.25
0,3.0,0.2,15,0.0,0.5,40,38.72
0,3.0,0.2,15,0.0,0.5,60,47.54
0,3.0,0.2,15,0.0,0.5,80,51.24
0,3.0,0.2,15,0.0,0.5,100,55.34
0,3.0,0.2,15,0.0,0.5,120,65.93
0,3.0,0.2,15,0.0,0.5,140,69.75
0,3.0,0.2,15,0.0,0.5,160,73.9
0,3.0,0.2,15,0.0,0.5,180,75.15
0,3.0,0.2,15,0.0,0.5,200,78.23
